15	11	1.0
16	15	0.9984307885169983
16	12	0.00819372944533825
14	13	0.9992469549179077
14	11	0.9993242621421814
13	22	0.99741530418396
14	23	1.0
14	17	0.003128768177703023
12	17	0.005652090068906546
12	10	0.9978994727134705
11	22	0.9978873133659363
13	11	0.9985654950141907
13	10	0.005082251969724894
12	24	0.9965263605117798
12	21	0.4572795331478119
10	15	0.9988620281219482
11	19	0.9968076348304749
19	16	0.00803521741181612
17	18	0.5155783891677856
16	23	0.0016087571857497096
18	17	0.5149189829826355
18	15	4.0955745498649776E-4
18	12	0.9993225336074829
17	22	0.9948232769966125
17	21	0.42623329162597656
2	6	0.9980550408363342
22	1	0.9955979585647583
22	9	0.013603930361568928
22	5	0.5357754230499268
20	6	0.007451741490513086
20	1	0.9983129501342773
0	7	0.9990867972373962
0	1	0.9991931319236755
21	1	0.9982087016105652
1	2	0.9991080164909363
9	6	0.5427394509315491
9	5	0.49611741304397583
9	1	0.9977431297302246
9	7	0.9974191188812256
7	5	0.42914971709251404
7	1	0.9997159242630005
8	7	0.9979240894317627
8	3	0.014489599503576756
5	7	0.42961177229881287
5	9	0.49609291553497314
5	2	0.9995148777961731
6	7	0.9975849390029907
6	9	0.5418418645858765
23	9	0.9980922937393188
23	2	0.9991779923439026
3	7	0.9970173239707947
23	0	0.9997608065605164
4	0	0.9981379508972168
21	24	0.00410202844068408
21	22	0.528528094291687
2	11	0.0022079653572291136
23	18	0.002380932681262493
22	24	0.9974702596664429
3	12	0.9929888248443604
22	21	0.5296798348426819
3	10	0.9969596862792969
0	22	0.0063174874521791935
0	15	0.9985175132751465
20	12	0.9948527812957764
0	18	0.9989731311798096
21	17	0.42593279480934143
21	14	0.0025563614908605814
21	12	0.4571566879749298
1	17	0.49057310819625854
1	11	0.0030858279205858707
1	13	0.9992006421089172
9	19	0.46018561720848083
9	17	0.9897107481956482
8	21	0.9981642961502075
7	20	0.004228835925459862
7	17	0.002002426190301776
7	18	0.9985206127166748
7	12	0.9985409379005432
7	15	0.003147258423268795
8	12	0.9972026348114014
8	13	0.9981692433357239
8	10	0.9985899329185486
6	14	0.46908697485923767
6	13	0.9988280534744263
6	16	0.9991375207901001
6	12	0.5496360063552856
5	22	0.5363837480545044
6	17	0.0038430113345384598
6	19	0.004879208281636238
4	15	0.003485419787466526
3	21	0.997948944568634
5	17	0.9974594116210938
5	16	0.9983606338500977
5	13	1.0
5	12	0.9986630082130432
15	5	0.9990137815475464
15	1	0.004588654730468988
16	7	0.004341738298535347
16	8	0.9968237280845642
16	2	0.005073938984423876
13	7	0.005774183198809624
13	4	0.9991679191589355
14	9	0.9964876174926758
14	6	0.4703942835330963
14	3	0.9949874877929688
14	1	0.9994790554046631
14	0	0.9999591112136841
11	8	0.002875174395740032
11	7	0.002210367703810334
12	6	0.5482538342475891
10	6	0.9984616637229919
11	3	0.01065962016582489
10	9	0.9955089092254639
18	8	0.0038590729236602783
18	5	0.9982178211212158
19	9	0.45879533886909485
19	1	0.9975928664207458
17	1	0.4929471015930176
