https://www.imdb.com/name/nm0002124/bio	Melora Hardin was born on June 29, 1967 in Houston, Texas, USA as Melora Diane Hardin. She is an actress, known for 17 Again (2009), Hannah Montana: The Movie (2009) and The Office (2005). She has been married to Gildart Jackson since June 4, 1997. They have two children.
https://www.imdb.com/name/nm1980806/bio	Matthew Weiner was born on June 29, 1965 in Baltimore, Maryland, USA. He is a writer and producer, known for Mad Men (2007), The Sopranos (1999) and The Romanoffs (2018). He has been married to Linda Brettler since January 1991. They have four children.
https://www.imdb.com/name/nm0930209/bio	"This perky, talented, blue-eyed redhead had acting aspirations from the get-go. She was born in Brooklyn on June 29, 1925, as Bernice Kamiat, to an Austrian Jewish father and a Russian Jewish mother. Cara began performing as a child and continued into her teens. After her parents' divorce, she relocated with her mother to Hollywood where she attended the Hollywood Professional School and lent her voice to both radio and animated cartoon shorts. At age 16 she was signed by 20th Century-Fox and began to play minor, often unbilled parts in drama, comedy and musicals billing herself as Bernice Kay.Throughout WWII she was always reliable for adding a little pep and zing to her smallish roles. She played various shapely secretaries, salesgirls, girlfriends, etc. in such minor fodder as Wide Open Town (1941), Happy Land (1943), In the Meantime, Darling (1944) and Don Juan Quilligan (1945), but nothing to propel her into the front ranks.Things started picking up in the post-war years. She made a splash on stage in a production of ""Born Yesterday"" and started earning notably feisty, tart-tongued roles in such films as Boomerang! (1947) and The Saxon Charm (1948). By the 1950s she showed scene-stealing potential in The Girl Next Door (1953) and The Helen Morgan Story (1957), and finally earned an Academy Award nomination for her sad, touching support turn as a widowed mother in the classic The Defiant Ones (1958) opposite Sidney Poitier and Tony Curtis. This led to a couple of flashy gangster moll roles in the film comedies Never Steal Anything Small (1959) and The Man from the Diners' Club (1963).The sitcom December Bride (1954) starring Spring Byington had deadpan quipster Harry Morgan stealing many scenes griping about scatterbrained wife Gladys (who was never shown on camera). When Morgan moved into his own spinoff series, Gladys was finally revealed in the form of Cara on the initially popular Pete and Gladys (1960) TV show. The program did not last as long as it deserved (two seasons) but the dusky-voiced Cara came off well and was escorted directly into her own series The Cara Williams Show (1964) with the equally personable Frank Aletter at her side. Molded at this time by the CBS powers-that-be as the next wacky redhead to follow in the comedy heels of Lucille Ball, the plans quickly went askew following an unfavorable network power shuffle and the canceling of her sitcom after only one season. With her momentum completely gone, her career went into rapid decline. She did manage a steady role on the first season of Rhoda (1974), and an affecting dramatic turn in the ensemble film soaper Doctors' Wives (1971). By the 1980s, however, she had officially retired.A turbulent 1950s marriage to actor John Drew Barrymore (who later became the father of actress Drew in a subsequent marriage) produced son John Blyth Barrymore who went into acting as well and appeared in a bit role in his mother's last film The One Man Jury (1978). Cara subsequently married a Beverly Hills realtor (her third husband) and later displayed a strong business acumen in interior designing and as a champion poker player. She also has one child from her first marriage."
https://www.imdb.com/name/nm0559069/bio	Marie Matiko was born on June 29, 1970 in Los Angeles County, California, USA as Marie Bernadette Gulmatico. She is an actress, known for The Art of War (2000), Mystery Men (1999) and Date Movie (2006).
https://www.imdb.com/name/nm7457303/bio	"Faith Logan (SAG-AFTRA, AEA, AGMA) is an American actress, model, and singer. She received her Bachelor's Degree in 2015 from Manhattanville College and also holds a Master's Degree in Business Administration.Logan has gone on to appear in numerous television shows, films, theatrical productions, commercials, and music videos. She can also be spotted on the runway (with several NYFW, Street Fashion Week, and NY Bridal Fashion Week shows under her belt) and in various editorial photoshoots.In addition to her extensive on-camera experience, Logan is a classically-trained soprano who has auditioned for the Metropolitan Opera and has appeared in productions of ""Carmen"" (New Rochelle Opera), ""The Gondoliers,"" ""The Sorcerer,"" and ""Pirates of Penzance.""A self-professed ""polyglot,"" she is fluent in both French and Italian, speaks basic German and Swedish--and is learning Russian, Spanish, and Mandarin Chinese.According to her Instagram profile, she is an avid coffee and NY sports enthusiast who, on her days off, enjoys reading classic literature, cooking, working out, traveling, and volunteering for causes which are close to her heart."
https://www.imdb.com/name/nm0285569/bio	"Clementine Ford was born to actress Cybill Shepherd and her first husband, David Ford, in Memphis, Tennessee in 1979. Her parents divorced when she was still a baby, and Cybill went back to California to restart her acting career, becoming a celebrated television star on Moonlighting (1985). She also had a brief second marriage to Bruce Oppenheim, giving birth to twins Ariel Shepherd-Oppenheim and Zachariah Oppenheim. Cybill also paid for Clementine's father to move to California and for his bartending lessons, so he and Clementine can have a close father-daughter relationship, which continues to this day. Since Clementine grew up with a famous actress, she dreamed of an acting career, making her debut on her mother's other show, Cybill (1995), in 1997. She was named Miss Golden Globe in 1998, a title bestowed upon off-spring of famous actors. Clementine wasn't happy with her acting, so she enrolled in acting classes, where she met her first husband, actor Chad Todhunter. They divorced a few years later. Clementine made several guest appearances, playing daughter to her real-life mother on The L Word (2004), from 2007-2009. After that, she moved on to the daytime soap opera, The Young and the Restless (1973), and was there, for a contract role as ""Mackenzie"", for one year. Clementine also entered into a relationship with musician Linda Perry. When that ended, she married her second husband, actor Cyrus Wilcox, in 2013 and gave birth to a son, Elijah Wilcox, in 2014, and a daughter, Welles Wilcox, in 2016. She maintains a blog and continues to act, such as when she appeared in a play written by her half-sister, Ariel."
https://www.imdb.com/name/nm5584702/bio	Michalina Olszanska was born on June 29, 1992 in Warsaw, Mazowieckie, Poland. She is an actress and producer, known for I, Olga Hepnarova (2016), Carga (2018) and Mathilde (2017). She has been married to Bartosz Rozbicki since 2019. They have one child.
https://www.imdb.com/name/nm0291655/bio	"Iva was born in Carson City Nevada, but grew up in Clovis California. She has 4 older brothers all Martial Arts instructors, three half brothers and two half sisters. Iva has one child, a daughter. At the age of 24 Iva was an EMT working on the ambulance and in the ER in Los Angeles and Fresno, CA. Iva has been acting professionally for over 28 years, Iva was accepted into the prestigious Sal Dano Actor's Workshop, taught by Sal Dano: the late and legendary acting coach. She was also accepted into the Groundlings and trained in various other techniques for over 14 years. She has appeared in over 25 independent feature films. She's guest starred and recurred on several shows, to name a few: ""Blood Relatives"", NBC's ""Las Vegas"" along side James Caan, FOX's Sci Fi series ""Space Above and Beyond"", ""Tim and Eric's Awesome Show, Great Job"".As a writer, Iva has written a one our dramatic television series titled ""Under Surveillance"", inspired by her eight-year battle with a stalker. Her stalking case was also featured on Discovery's show ""Stalker"", InTouch magazine and several other media outlets. Along with her two writing partners, Matthew Singer and David Garin George they've written an amazing action, adventure, comedy titled ""All the Best Field Trips"". Which is expected to go into pre-production in 2016. Iva is also working on a documentary about the Khmelnitsky massacre; during the period 1648-1656 where tens of thousands of Jews were massacred in the Ukraine. The scale was so great that it is considered one of the most traumatic events in Jewish history prior to the Holocaust.Iva is very involved with animal rescue and several other charitable organizations. In 2008 Iva was one of the top fundraisers for the City of Hope's Underwear Affair (finding a cure for all cancers below the waist). Iva is on the Board of Directors of ""Jodi's Voice"" an anti-stalking organization. She also works along side several victims rights advocates in order to help change legislation to protect victims of violent crimes and restructure the victims' notification system. As well they work toward protection of victims and their families, not only Calif. but also the entire United States. Iva is on the Board of Directors of the ""Los Angeles Women's International Film Festival"" overseeing all documentary films. Iva is also the Co-Founder of ""Squrrul Gurl Productions""."
https://www.imdb.com/name/nm0756686/bio	Antoine de Saint-Exupéry was born into a family of old provincial nobility. Failing his final exams at a preparatory school, he entered the École des Beaux-Arts to study architecture. In 1921, he began military service in the 2nd Regiment of Chasseurs, and sent to Strasbourg for pilot training. The next year, he obtained his license, and was offered a transfer to the air force. But his fiancée's family objected, so he settled in Paris and took an office job. His engagement ultimately broke off, and he worked at several jobs over the next few years without success.By 1926, he was flying again. He became one of the pioneers of international postal flight in the days when aircrafts had few instruments and pilots flew by the seat of their pants. He worked on the Aéropostale between Toulouse and Dakar. His first tale, L'Aviateur (The Aviator), was published in the magazine Le Navire d'Argent. In 1928, he published his first book, Courrier-Sud (Southern Mail), and flew the Casablanca/Dakar route. He became the director of Cap Juby airfield in Rio de Oro, Sahara. In 1929, he moved to South America where he was appointed director of the Aeroposta Argentina Company. In 1931, Vol de Nuit (Night Flight), which won the Prix Femina, was published. He married Salvadoran artist and writer Consuelo Suncin Sandoval de Gómez, who became the model for the temperamental Rose in Le Petit Prince. Theirs was a stormy union as Saint-Exupéry traveled frequently and indulged in numerous affairs.During World War II, he was in New York City, but returned to France to join a squadron based in the Mediterranean. Now 44, he agreed to collect data on German troop movements in the Rhone River Valley. He took off the night of July 31, 1944, and was never seen again. A lady reported having seen a plane crash around noon on August 1st near the Bay of Carqueiranne. A body wearing a French uniform was found several days later, and buried. In 1998, a fisherman found a silver chain bracelet south of Marseille which was identified as being Saint-Exupéry's. On April 7, 2004, officials confirmed that the wreckage of a Lockheed Lightning P-38 found on the seabed off the coast of Marseille in 2000 was Saint-Exupéry's.Further research in 2006 by the dive team which recovered the wreckage located a German pilot who was flying a mission at the Bay of Carqueiranne at the time Saint-Exupéry's plane went down. Horst Rippert acknowledged that he shot at the plane, but did not report it, possibly because he was not sure he actually downed it. When the Germans heard American radio broadcasts that Saint-Exupéry was missing, Rippert said he knew that the plane he downed was his. Rippert idolized Saint-Exupéry, read all his books, and had been bothered by the incident his whole life. He told the dive team he would not have shot at the plane had he known it was Saint-Exupéry's.
https://www.imdb.com/name/nm0005794/bio	"Mellor began his career in the photographic labs at Paramount in the mid-20's. By 1934, he had graduated to full-time director of photography, working primarily on the studio's lesser productions. At the same time, he continued to serve his apprenticeship by assisting veteran cinematographer Victor Milner as first camera operator on A-grade features. Mellor left Paramount in 1943, to join the U.S. Army Photographic Unit, shooting documentary wartime footage under the aegis of director George Stevens.After the war, Mellor found regular work with most of the major studios: United Artists (1946, 1948-49), Universal (1947-48), MGM (1950-54) and 20th Century Fox (1957-62). He acquired a solid reputation for versatility across every genre of filmmaking. He excelled at outdoor and location photography, best exemplified by William A. Wellman's austere black & white pioneering saga Westward the Women (1951), and Anthony Mann's powerful revenge western The Naked Spur (1953). In stark contrast, Mellor (working again with George Stevens), also shot the black & white melodrama A Place in the Sun (1951) (with John F. Seitz), using diffuse lighting and soft focus lenses. The romantic look of the film with its lingering close-ups, contributed to the New York Times (August 29, 1951) reviewing the picture as ""a work of beauty, tenderness, power and insight"". In the same vein, the Stevens-directed Giant (1956), with its sweeping vistas, and the lush, warm look of Peyton Place (1957), offer nothing like the suitably harsh, barren desert visuals of Bad Day at Black Rock (1955), shot in widescreen Panavision.Mellor died from a heart attack while filming The Greatest Story Ever Told (1965) (Stevens again the director) and was replaced by Loyal Griggs. While the film was not a commercial success, its stylized visuals nonetheless garnered Mellor a posthumous Oscar nomination."
